Subject,Description,Start Date,All Day Event,Private
Omer 38 (5 weeks and 3 days),"היום שמונה ושלשים יום לעמר, שהם חמשה שבועות ושלשה ימים:",2069-05-14,True,False
Omer 39 (5 weeks and 4 days),"היום תשעה ושלשים יום לעמר, שהם חמשה שבועות וארבעה ימים:",2069-05-15,True,False
Omer 40 (5 weeks and 5 days),"היום ארבעים יום לעמר, שהם חמשה שבועות וחמשה ימים:",2069-05-16,True,False
Omer 41 (5 weeks and 6 days),"היום אחד וארבעים יום לעמר, שהם חמשה שבועות וששה ימים:",2069-05-17,True,False
Omer 42 (6 weeks),"היום שנים וארבעים יום לעמר, שהם ששה שבועות:",2069-05-18,True,False
Omer 43 (6 weeks and 1 day),"היום שלשה וארבעים יום לעמר, שהם ששה שבועות ויום אחד:",2069-05-19,True,False
Omer 44 (6 weeks and 2 days),"היום ארבעה וארבעים יום לעמר, שהם ששה שבועות ושני ימים:",2069-05-20,True,False
Omer 45 (6 weeks and 3 days),"היום חמשה וארבעים יום לעמר, שהם ששה שבועות ושלשה ימים:",2069-05-21,True,False
Omer 46 (6 weeks and 4 days),"היום ששה וארבעים יום לעמר, שהם ששה שבועות וארבעה ימים:",2069-05-22,True,False
Omer 47 (6 weeks and 5 days),"היום שבעה וארבעים יום לעמר, שהם ששה שבועות וחמשה ימים:",2069-05-23,True,False
Omer 48 (6 weeks and 6 days),"היום שמונה וארבעים יום לעמר, שהם ששה שבועות וששה ימים:",2069-05-24,True,False
Omer 49 (7 weeks),"היום תשעה וארבעים יום לעמר, שהם שבעה שבועות:",2069-05-25,True,False
Omer 1,היום יום אחד לעמר:,2070-03-28,True,False
Omer 2,היום שני ימים לעמר:,2070-03-29,True,False
Omer 3,היום שלשה ימים לעמר:,2070-03-30,True,False
Omer 4,היום ארבעה ימים לעמר:,2070-03-31,True,False
Omer 5,היום חמשה ימים לעמר:,2070-04-01,True,False
Omer 6,היום ששה ימים לעמר:,2070-04-02,True,False
Omer 7 (1 week),"היום שבעה ימים לעמר, שהם שבוע אחד:",2070-04-03,True,False
Omer 8 (1 week and 1 day),"היום שמונה ימים לעמר, שהם שבוע אחד ויום אחד:",2070-04-04,True,False
Omer 9 (1 week and 2 days),"היום תשעה ימים לעמר, שהם שבוע אחד ושני ימים:",2070-04-05,True,False
Omer 10 (1 week and 3 days),"היום עשרה ימים לעמר, שהם שבוע אחד ושלשה ימים:",2070-04-06,True,False
Omer 11 (1 week and 4 days),"היום אחד עשר יום לעמר, שהם שבוע אחד וארבעה ימים:",2070-04-07,True,False
Omer 12 (1 week and 5 days),"היום שנים עשר יום לעמר, שהם שבוע אחד וחמשה ימים:",2070-04-08,True,False
Omer 13 (1 week and 6 days),"היום שלשה עשר יום לעמר, שהם שבוע אחד וששה ימים:",2070-04-09,True,False
Omer 14 (2 weeks),"היום ארבעה עשר יום לעמר, שהם שני שבועות:",2070-04-10,True,False
Omer 15 (2 weeks and 1 day),"היום חמשה עשר יום לעמר, שהם שני שבועות ויום אחד:",2070-04-11,True,False
Omer 16 (2 weeks and 2 days),"היום ששה עשר יום לעמר, שהם שני שבועות ושני ימים:",2070-04-12,True,False
Omer 17 (2 weeks and 3 days),"היום שבעה עשר יום לעמר, שהם שני שבועות ושלשה ימים:",2070-04-13,True,False
Omer 18 (2 weeks and 4 days),"היום שמונה עשר יום לעמר, שהם שני שבועות וארבעה ימים:",2070-04-14,True,False
Omer 19 (2 weeks and 5 days),"היום תשעה עשר יום לעמר, שהם שני שבועות וחמשה ימים:",2070-04-15,True,False
Omer 20 (2 weeks and 6 days),"היום עשרים יום לעמר, שהם שני שבועות וששה ימים:",2070-04-16,True,False
Omer 21 (3 weeks),"היום אחד ועשרים יום לעמר, שהם שלשה שבועות:",2070-04-17,True,False
Omer 22 (3 weeks and 1 day),"היום שנים ועשרים יום לעמר, שהם שלשה שבועות ויום אחד:",2070-04-18,True,False
Omer 23 (3 weeks and 2 days),"היום שלשה ועשרים יום לעמר, שהם שלשה שבועות ושני ימים:",2070-04-19,True,False
Omer 24 (3 weeks and 3 days),"היום ארבעה ועשרים יום לעמר, שהם שלשה שבועות ושלשה ימים:",2070-04-20,True,False
Omer 25 (3 weeks and 4 days),"היום חמשה ועשרים יום לעמר, שהם שלשה שבועות וארבעה ימים:",2070-04-21,True,False
Omer 26 (3 weeks and 5 days),"היום ששה ועשרים יום לעמר, שהם שלשה שבועות וחמשה ימים:",2070-04-22,True,False
Omer 27 (3 weeks and 6 days),"היום שבעה ועשרים יום לעמר, שהם שלשה שבועות וששה ימים:",2070-04-23,True,False
Omer 28 (4 weeks),"היום שמונה ועשרים יום לעמר, שהם ארבעה שבועות:",2070-04-24,True,False
Omer 29 (4 weeks and 1 day),"היום תשעה ועשרים יום לעמר, שהם ארבעה שבועות ויום אחד:",2070-04-25,True,False
Omer 30 (4 weeks and 2 days),"היום שלשים יום לעמר, שהם ארבעה שבועות ושני ימים:",2070-04-26,True,False
Omer 31 (4 weeks and 3 days),"היום אחד ושלשים יום לעמר, שהם ארבעה שבועות ושלשה ימים:",2070-04-27,True,False
Omer 32 (4 weeks and 4 days),"היום שנים ושלשים יום לעמר, שהם ארבעה שבועות וארבעה ימים:",2070-04-28,True,False
Omer 33 (4 weeks and 5 days),"היום שלשה ושלשים יום לעמר, שהם ארבעה שבועות וחמשה ימים:",2070-04-29,True,False
Omer 34 (4 weeks and 6 days),"היום ארבעה ושלשים יום לעמר, שהם ארבעה שבועות וששה ימים:",2070-04-30,True,False
Omer 35 (5 weeks),"היום חמשה ושלשים יום לעמר, שהם חמשה שבועות:",2070-05-01,True,False
Omer 36 (5 weeks and 1 day),"היום ששה ושלשים יום לעמר, שהם חמשה שבועות ויום אחד:",2070-05-02,True,False
Omer 37 (5 weeks and 2 days),"היום שבעה ושלשים יום לעמר, שהם חמשה שבועות ושני ימים:",2070-05-03,True,False
Omer 38 (5 weeks and 3 days),"היום שמונה ושלשים יום לעמר, שהם חמשה שבועות ושלשה ימים:",2070-05-04,True,False
Omer 39 (5 weeks and 4 days),"היום תשעה ושלשים יום לעמר, שהם חמשה שבועות וארבעה ימים:",2070-05-05,True,False
Omer 40 (5 weeks and 5 days),"היום ארבעים יום לעמר, שהם חמשה שבועות וחמשה ימים:",2070-05-06,True,False
Omer 41 (5 weeks and 6 days),"היום אחד וארבעים יום לעמר, שהם חמשה שבועות וששה ימים:",2070-05-07,True,False
Omer 42 (6 weeks),"היום שנים וארבעים יום לעמר, שהם ששה שבועות:",2070-05-08,True,False
Omer 43 (6 weeks and 1 day),"היום שלשה וארבעים יום לעמר, שהם ששה שבועות ויום אחד:",2070-05-09,True,False
Omer 44 (6 weeks and 2 days),"היום ארבעה וארבעים יום לעמר, שהם ששה שבועות ושני ימים:",2070-05-10,True,False
Omer 45 (6 weeks and 3 days),"היום חמשה וארבעים יום לעמר, שהם ששה שבועות ושלשה ימים:",2070-05-11,True,False
Omer 46 (6 weeks and 4 days),"היום ששה וארבעים יום לעמר, שהם ששה שבועות וארבעה ימים:",2070-05-12,True,False
Omer 47 (6 weeks and 5 days),"היום שבעה וארבעים יום לעמר, שהם ששה שבועות וחמשה ימים:",2070-05-13,True,False
Omer 48 (6 weeks and 6 days),"היום שמונה וארבעים יום לעמר, שהם ששה שבועות וששה ימים:",2070-05-14,True,False
Omer 49 (7 weeks),"היום תשעה וארבעים יום לעמר, שהם שבעה שבועות:",2070-05-15,True,False
Omer 1,היום יום אחד לעמר:,2071-04-15,True,False
Omer 2,היום שני ימים לעמר:,2071-04-16,True,False
Omer 3,היום שלשה ימים לעמר:,2071-04-17,True,False
Omer 4,היום ארבעה ימים לעמר:,2071-04-18,True,False
Omer 5,היום חמשה ימים לעמר:,2071-04-19,True,False
Omer 6,היום ששה ימים לעמר:,2071-04-20,True,False
Omer 7 (1 week),"היום שבעה ימים לעמר, שהם שבוע אחד:",2071-04-21,True,False
Omer 8 (1 week and 1 day),"היום שמונה ימים לעמר, שהם שבוע אחד ויום אחד:",2071-04-22,True,False
Omer 9 (1 week and 2 days),"היום תשעה ימים לעמר, שהם שבוע אחד ושני ימים:",2071-04-23,True,False
Omer 10 (1 week and 3 days),"היום עשרה ימים לעמר, שהם שבוע אחד ושלשה ימים:",2071-04-24,True,False
Omer 11 (1 week and 4 days),"היום אחד עשר יום לעמר, שהם שבוע אחד וארבעה ימים:",2071-04-25,True,False
Omer 12 (1 week and 5 days),"היום שנים עשר יום לעמר, שהם שבוע אחד וחמשה ימים:",2071-04-26,True,False
Omer 13 (1 week and 6 days),"היום שלשה עשר יום לעמר, שהם שבוע אחד וששה ימים:",2071-04-27,True,False
Omer 14 (2 weeks),"היום ארבעה עשר יום לעמר, שהם שני שבועות:",2071-04-28,True,False
Omer 15 (2 weeks and 1 day),"היום חמשה עשר יום לעמר, שהם שני שבועות ויום אחד:",2071-04-29,True,False
Omer 16 (2 weeks and 2 days),"היום ששה עשר יום לעמר, שהם שני שבועות ושני ימים:",2071-04-30,True,False
Omer 17 (2 weeks and 3 days),"היום שבעה עשר יום לעמר, שהם שני שבועות ושלשה ימים:",2071-05-01,True,False
Omer 18 (2 weeks and 4 days),"היום שמונה עשר יום לעמר, שהם שני שבועות וארבעה ימים:",2071-05-02,True,False
Omer 19 (2 weeks and 5 days),"היום תשעה עשר יום לעמר, שהם שני שבועות וחמשה ימים:",2071-05-03,True,False
Omer 20 (2 weeks and 6 days),"היום עשרים יום לעמר, שהם שני שבועות וששה ימים:",2071-05-04,True,False
Omer 21 (3 weeks),"היום אחד ועשרים יום לעמר, שהם שלשה שבועות:",2071-05-05,True,False
Omer 22 (3 weeks and 1 day),"היום שנים ועשרים יום לעמר, שהם שלשה שבועות ויום אחד:",2071-05-06,True,False
Omer 23 (3 weeks and 2 days),"היום שלשה ועשרים יום לעמר, שהם שלשה שבועות ושני ימים:",2071-05-07,True,False
Omer 24 (3 weeks and 3 days),"היום ארבעה ועשרים יום לעמר, שהם שלשה שבועות ושלשה ימים:",2071-05-08,True,False
Omer 25 (3 weeks and 4 days),"היום חמשה ועשרים יום לעמר, שהם שלשה שבועות וארבעה ימים:",2071-05-09,True,False
Omer 26 (3 weeks and 5 days),"היום ששה ועשרים יום לעמר, שהם שלשה שבועות וחמשה ימים:",2071-05-10,True,False
Omer 27 (3 weeks and 6 days),"היום שבעה ועשרים יום לעמר, שהם שלשה שבועות וששה ימים:",2071-05-11,True,False
Omer 28 (4 weeks),"היום שמונה ועשרים יום לעמר, שהם ארבעה שבועות:",2071-05-12,True,False
Omer 29 (4 weeks and 1 day),"היום תשעה ועשרים יום לעמר, שהם ארבעה שבועות ויום אחד:",2071-05-13,True,False
Omer 30 (4 weeks and 2 days),"היום שלשים יום לעמר, שהם ארבעה שבועות ושני ימים:",2071-05-14,True,False
Omer 31 (4 weeks and 3 days),"היום אחד ושלשים יום לעמר, שהם ארבעה שבועות ושלשה ימים:",2071-05-15,True,False
Omer 32 (4 weeks and 4 days),"היום שנים ושלשים יום לעמר, שהם ארבעה שבועות וארבעה ימים:",2071-05-16,True,False
Omer 33 (4 weeks and 5 days),"היום שלשה ושלשים יום לעמר, שהם ארבעה שבועות וחמשה ימים:",2071-05-17,True,False
Omer 34 (4 weeks and 6 days),"היום ארבעה ושלשים יום לעמר, שהם ארבעה שבועות וששה ימים:",2071-05-18,True,False
Omer 35 (5 weeks),"היום חמשה ושלשים יום לעמר, שהם חמשה שבועות:",2071-05-19,True,False
Omer 36 (5 weeks and 1 day),"היום ששה ושלשים יום לעמר, שהם חמשה שבועות ויום אחד:",2071-05-20,True,False
Omer 37 (5 weeks and 2 days),"היום שבעה ושלשים יום לעמר, שהם חמשה שבועות ושני ימים:",2071-05-21,True,False
Omer 38 (5 weeks and 3 days),"היום שמונה ושלשים יום לעמר, שהם חמשה שבועות ושלשה ימים:",2071-05-22,True,False
Omer 39 (5 weeks and 4 days),"היום תשעה ושלשים יום לעמר, שהם חמשה שבועות וארבעה ימים:",2071-05-23,True,False
Omer 40 (5 weeks and 5 days),"היום ארבעים יום לעמר, שהם חמשה שבועות וחמשה ימים:",2071-05-24,True,False
Omer 41 (5 weeks and 6 days),"היום אחד וארבעים יום לעמר, שהם חמשה שבועות וששה ימים:",2071-05-25,True,False
Omer 42 (6 weeks),"היום שנים וארבעים יום לעמר, שהם ששה שבועות:",2071-05-26,True,False
Omer 43 (6 weeks and 1 day),"היום שלשה וארבעים יום לעמר, שהם ששה שבועות ויום אחד:",2071-05-27,True,False
Omer 44 (6 weeks and 2 days),"היום ארבעה וארבעים יום לעמר, שהם ששה שבועות ושני ימים:",2071-05-28,True,False
Omer 45 (6 weeks and 3 days),"היום חמשה וארבעים יום לעמר, שהם ששה שבועות ושלשה ימים:",2071-05-29,True,False
